message,is_smsing,safe_info,domain_old_info,is_ip,url_length,number_of_subdomains,is_https,special_characters,tlds_blackist,make_redirection,creation_date,updated_date,is_suspended,count_dictionary
Cancelación de su Cuenta Netflix pausada. Necesita verificar su información. Inicie sesión en http://217.160.114.154/pages/special_char_а.html,,0,0,1,48,2,0,1,0,0,,,,6
Acceso Externo a su cuenta Netflix verificar Urgente: Acceda a su cuenta en http://217.160.114.154,,0,0,1,22,2,0,0,0,0,,,,6
Detectado acceso a su cuenta Netflix bloqueada por seguridad. Revise su información en el siguiente enlace: http://truchodomain.info/redirection,,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,7
Urgente Neflix: información de su cuenta pausada. Necesita verificar su información. Urgente: Acceda a su cuenta en http://truchodomain.info/,,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0.0,7
"Alerta NETFLIX: Detectamos un problema con su cuenta, está verificar información de pago Revise su información en el siguiente enlace: netfIix-micuenta.com",,0,0,0,20,0,0,0,0,0,2023/09/12,2023/10/07,1.0,9
NETFLIX: Su suscripción ha sido bloqueada por seguridad. Evite la cancelación de su servicio visitando: http://truchodomain.info/pages/special_char_а.html,,0,0,0,50,0,0,1,1,0,2023/05/30,2023/06/04,0.0,6
AVISO de Netflix: Su cuenta ahora está temporalmente suspendida. Urgente: Acceda a su cuenta en http://truchodomain.info/,,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0.0,5
Detectado acceso a su cuenta Netflix pausada. Necesita verificar su información. Revise su información en el siguiente enlace: http://217.160.114.154/redirection,,0,0,1,34,2,0,0,0,1,,,,7
"NETFLIX cuenta bloqueada verificar información de pago Por favor, inicie sesión para actualizar su información a través de: http://truchodomain.info/redirection",,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,9
"NETFLIX BLOQUEADO: su cuenta verificar información de pago Por favor, inicie sesión para actualizar su información a través de: http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,9
Cancelación de su Cuenta Netflix temporalmente suspendida. Urgente: Acceda a su cuenta en http://217.160.114.154/redirection,,0,0,1,34,2,0,0,0,1,,,,5
Acceso Externo a su cuenta Netflix verificar Urgente: Acceda a su cuenta en http://217.160.114.154,,0,0,1,22,2,0,0,0,0,,,,6
Problemas con su cuenta Neflix pausada. Necesita verificar su información. Revise su información en el siguiente enlace: http://217.160.114.154/redirection,,0,0,1,34,2,0,0,0,1,,,,5
Netflix BLOQUEADO bloqueada por seguridad. Evite la cancelación de su servicio visitando: http://217.160.114.154,,0,0,1,22,2,0,0,0,0,,,,6
ATENCIÓN NETFLIX verificar información de pago Evite la cancelación de su servicio visitando: http://217.160.114.154/pages/special_char_а.html,,0,0,1,48,2,0,1,0,0,,,,7
"ATENCIÓN NETFLIX bloqueada por seguridad. Por favor, inicie sesión para actualizar su información a través de: http://truchodomain.info/pages/special_char_а.html",,0,0,0,50,0,0,1,1,0,2023/05/30,2023/06/04,0.0,7
"Netflix BLOQUEADO bloqueada por seguridad. Por favor, inicie sesión para actualizar su información a través de: http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,7
NETFLIX: Su suscripción ha sido verificar Acceda a su info en: http://217.160.114.154/redirection,,0,0,1,34,2,0,0,0,1,,,,3
AVISO de Netflix: Su cuenta ahora está temporalmente suspendida. Evite la cancelación de su servicio visitando: http://truchodomain.info/,,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0.0,5
Urgente Neflix: información de su cuenta pausada. Necesita verificar su información. Urgente: Acceda a su cuenta en http://217.160.114.154,,0,0,1,22,2,0,0,0,0,,,,7
"NETFLIX: Su suscripción ha sido verificar información de pago Por favor, inicie sesión para actualizar su información a través de: http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,8
"ATENCIÓN NETFLIX pausada. Necesita verificar su información. Por favor, inicie sesión para actualizar su información a través de: http://217.160.114.154",,0,0,1,22,2,0,0,0,0,,,,7
Problemas con Pago cuenta Neflix verificar Inicie sesión en http://217.160.114.154/pages/special_char_а.html,,0,0,1,48,2,0,1,0,0,,,,4
NETFLIX BLOQUEADO: su cuenta verificar información de pago Inicie sesión en http://truchodomain.info/redirection,,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,7
Urgente Neflix: información de su cuenta verificar Evite la cancelación de su servicio visitando: netfIix-micuenta.com,,0,0,0,20,0,0,0,0,0,2023/09/12,2023/10/07,1.0,6
Cancelación de su Cuenta Netflix verificar Revise su información en el siguiente enlace: netfIix-micuenta.com,,0,0,0,20,0,0,0,0,0,2023/09/12,2023/10/07,1.0,6
NETFLIX BLOQUEADO: su cuenta verificar información de pago Revise su información en el siguiente enlace: http://217.160.114.154/redirection,,0,0,1,34,2,0,0,0,1,,,,8
Problemas con su cuenta Neflix bloqueada por seguridad. Inicie sesión en http://truchodomain.info/redirection,,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,4
AVISO de Netflix: Su cuenta ahora está verificar Urgente: Acceda a su cuenta en http://217.160.114.154/pages/special_char_а.html,,0,0,1,48,2,0,1,0,0,,,,6
"Detectado acceso a su cuenta Netflix verificar información de pago Por favor, inicie sesión para actualizar su información a través de: http://truchodomain.info/",,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0.0,9
Urgente Neflix: información de su cuenta temporalmente suspendida. Acceda a su info en: http://truchodomain.info/redirection,,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,3
"Tiene un aviso importante sobre su cuentaCompra efectiva 257,34€ verificar Urgente: Acceda a su cuenta en http://truchodomain.info/pages/special_char_а.html",,0,0,0,50,0,0,1,1,0,2023/05/30,2023/06/04,0.0,5
"Compra aceptada AMAZON precio 332,32 verificar Acceda a su info en: http://217.160.114.154",,0,0,1,22,2,0,0,0,0,,,,2
"Compra aceptada AMAZON precio 332,32 verificar compra Revise su información en el siguiente enlace: http://truchodomain.info/redirection",,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,5
"Se ha intentado cobrar 262,12 verificar Revise su información en el siguiente enlace: http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,3
"Tiene un aviso importante sobre su cuentaCompra efectiva 257,34€ verificar Revise su información en el siguiente enlace: http://217.160.114.154",,0,0,1,22,2,0,0,0,0,,,,5
"nuevo cargo en su cuenta de 123,56 verificar información de pago Si no reconoce este pago accdeda a la info en: http://truchodomain.info/",,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0.0,5
"Se le va a cargar en su cuenta el total de 12,23 verificar compra Urgente: Acceda a su cuenta en http://truchodomain.info/",,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0.0,5
"Compra aceptada AMAZON precio 332,32 verificar Acceda a su info en: http://217.160.114.154",,0,0,1,22,2,0,0,0,0,,,,2
"Se le han cobrado 143,22 por una compra en amazon  verificar Acceda a su info en: http://217.160.114.154",,0,0,1,22,2,0,0,0,0,,,,2
"Se ha registrado una compra con importe de 225,45 verificar Revise su información en el siguiente enlace: http://217.160.114.154",,0,0,1,22,2,0,0,0,0,,,,4
"Compra aceptada AMAZON precio 332,32 verificar información de pago Acceda a su info en: http://217.160.114.154/pages/special_char_а.html",,0,0,1,48,2,0,1,0,0,,,,4
"Se ha registrado una compra con importe de 225,45 verificar compra Si no reconoce este pago accdeda a la info en: https://bbva.es-122.com/e?784458?",,0,0,0,33,1,1,0,0,0,2024/02/04,2024/02/04,0.0,4
"Tiene un aviso importante sobre su cuentaCompra efectiva 257,34€ verificar compra Si no reconoce este pago accdeda a la info en: http://217.160.114.154",,0,0,1,22,2,0,0,0,0,,,,5
"nuevo cargo en su cuenta de 123,56 verificar información de pago Por favor, inicie sesión para actualizar su información a través de: https://bbva.es-122.com/e?784458?",,0,0,0,33,1,1,0,0,0,2024/02/04,2024/02/04,0.0,7
"Se ha registrado una compra con importe de 225,45 verificar información de pago Inicie sesión en http://truchodomain.info/",,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0.0,5
"Se le ha facturado en su cuenta 134,32 verificar compra Por favor, inicie sesión para actualizar su información a través de: http://truchodomain.info/redirection",,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,6
"Se le ha facturado en su cuenta 134,32 verificar compra Revise su información en el siguiente enlace: http://truchodomain.info/redirection",,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,5
"Se ha registrado una compra con importe de 225,45 verificar información de pago Acceda a su info en: http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,4
"Se le va a cargar en su cuenta el total de 12,23 verificar información de pago Si no reconoce este pago accdeda a la info en: http://truchodomain.info/pages/special_char_а.html",,0,0,0,50,0,0,1,1,0,2023/05/30,2023/06/04,0.0,5
"nuevo cargo en su cuenta de 123,56 verificar información de pago Inicie sesión en http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,5
"Tiene un aviso importante sobre su cuentaCompra efectiva 257,34€ verificar Inicie sesión en http://217.160.114.154",,0,0,1,22,2,0,0,0,0,,,,4
"Se ha registrado una compra con importe de 225,45 verificar compra Acceda a su info en: http://217.160.114.154",,0,0,1,22,2,0,0,0,0,,,,3
"Se le ha facturado en su cuenta 134,32 verificar compra Revise su información en el siguiente enlace: http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,5
"nuevo cargo en su cuenta de 123,56 verificar compra Si no reconoce este pago accdeda a la info en: http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,4
"Compra aceptada AMAZON precio 332,32 verificar información de pago Si no reconoce este pago accdeda a la info en: http://217.160.114.154/pages/special_char_а.html",,0,0,1,48,2,0,1,0,0,,,,5
"nuevo cargo en su cuenta de 123,56 verificar compra Revise su información en el siguiente enlace: http://truchodomain.info/pages/special_char_а.html",,0,0,0,50,0,0,1,1,0,2023/05/30,2023/06/04,0.0,5
"nuevo cargo en su cuenta de 123,56 verificar información de pago Si no reconoce este pago accdeda a la info en: http://truchodomain.info/pages/special_char_а.html",,0,0,0,50,0,0,1,1,0,2023/05/30,2023/06/04,0.0,5
"Se le han cobrado 143,22 por una compra en amazon  verificar Si no reconoce este pago accdeda a la info en: http://truchodomain.info/pages/special_char_а.html",,0,0,0,50,0,0,1,1,0,2023/05/30,2023/06/04,0.0,3
"Se ha intentado cobrar 262,12 verificar compra Revise su información en el siguiente enlace: http://truchodomain.info/",,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0.0,4
"nuevo cargo en su cuenta de 123,56 verificar compra Si no reconoce este pago accdeda a la info en: https://bbva.es-122.com/e?784458?",,0,0,0,33,1,1,0,0,0,2024/02/04,2024/02/04,0.0,4
"Se ha registrado una compra con importe de 225,45 verificar información de pago Urgente: Acceda a su cuenta en http://truchodomain.info/redirection",,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,6
"Tiene un aviso importante sobre su cuentaCompra efectiva 257,34€ verificar compra Si no reconoce este pago accdeda a la info en: http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,5
"Se ha intentado cobrar 262,12 verificar información de pago Urgente: Acceda a su cuenta en http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,5
"nuevo cargo en su cuenta de 123,56 verificar información de pago Inicie sesión en http://truchodomain.info/redirection",,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,5
"Se le ha facturado en su cuenta 134,32 verificar compra Revise su información en el siguiente enlace: http://truchodomain.info/",,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0.0,5
"Se le va a cargar en su cuenta el total de 12,23 verificar compra Si no reconoce este pago accdeda a la info en: http://217.160.114.154/pages/special_char_а.html",,0,0,1,48,2,0,1,0,0,,,,4
"Tiene un aviso importante sobre su cuentaCompra efectiva 257,34€ verificar información de pago Revise su información en el siguiente enlace: http://217.160.114.154",,0,0,1,22,2,0,0,0,0,,,,7
"Se ha intentado cobrar 262,12 verificar Acceda a su info en: http://truchodomain.info/pages/special_char_а.html",,0,0,0,50,0,0,1,1,0,2023/05/30,2023/06/04,0.0,1
"Se le ha facturado en su cuenta 134,32 verificar compra Urgente: Acceda a su cuenta en http://truchodomain.info/",,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0.0,5
"Se ha intentado cobrar 262,12 verificar Acceda a su info en: http://217.160.114.154/pages/special_char_а.html",,0,0,1,48,2,0,1,0,0,,,,1
"Se le ha facturado en su cuenta 134,32 verificar información de pago Por favor, inicie sesión para actualizar su información a través de: http://217.160.114.154",,0,0,1,22,2,0,0,0,0,,,,7
"Compra aceptada AMAZON precio 332,32 verificar información de pago Acceda a su info en: http://truchodomain.info/pages/special_char_а.html",,0,0,0,50,0,0,1,1,0,2023/05/30,2023/06/04,0.0,4
"Se ha intentado cobrar 262,12 verificar compra Si no reconoce este pago accdeda a la info en: http://truchodomain.info/",,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0.0,3
"Se le va a cargar en su cuenta el total de 12,23 verificar Urgente: Acceda a su cuenta en http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,4
"Se le han cobrado 143,22 por una compra en amazon  verificar Por favor, inicie sesión para actualizar su información a través de: http://truchodomain.info/pages/special_char_а.html",,0,0,0,50,0,0,1,1,0,2023/05/30,2023/06/04,0.0,5
"Se le va a cargar en su cuenta el total de 12,23 verificar compra Si no reconoce este pago accdeda a la info en: http://truchodomain.info/",,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0.0,4
"Se le ha facturado en su cuenta 134,32 verificar Revise su información en el siguiente enlace: https://bbva.es-122.com/e?784458?",,0,0,0,33,1,1,0,0,0,2024/02/04,2024/02/04,0.0,4
"Se le han cobrado 143,22 por una compra en amazon  verificar compra Inicie sesión en http://217.160.114.154/pages/special_char_а.html",,0,0,1,48,2,0,1,0,0,,,,4
"Se le va a cargar en su cuenta el total de 12,23 verificar información de pago Revise su información en el siguiente enlace: https://bbva.es-122.com/e?784458?",,0,0,0,33,1,1,0,0,0,2024/02/04,2024/02/04,0.0,6
"Tiene un aviso importante sobre su cuentaCompra efectiva 257,34€ verificar Acceda a su info en: http://217.160.114.154/pages/special_char_а.html",,0,0,1,48,2,0,1,0,0,,,,3
"Compra aceptada AMAZON precio 332,32 verificar Urgente: Acceda a su cuenta en http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,4
"Se le ha facturado en su cuenta 134,32 verificar compra Revise su información en el siguiente enlace: http://217.160.114.154",,0,0,1,22,2,0,0,0,0,,,,5
"nuevo cargo en su cuenta de 123,56 verificar información de pago Inicie sesión en http://217.160.114.154",,0,0,1,22,2,0,0,0,0,,,,5
"Se le han cobrado 143,22 por una compra en amazon  verificar información de pago Urgente: Acceda a su cuenta en http://217.160.114.154/pages/special_char_а.html",,0,0,1,48,2,0,1,0,0,,,,6
"Se ha intentado cobrar 262,12 verificar compra Acceda a su info en: https://bbva.es-122.com/e?784458?",,0,0,0,33,1,1,0,0,0,2024/02/04,2024/02/04,0.0,2
"Se le ha facturado en su cuenta 134,32 verificar información de pago Inicie sesión en http://217.160.114.154/pages/special_char_а.html",,0,0,1,48,2,0,1,0,0,,,,5
"Se ha registrado una compra con importe de 225,45 verificar compra Urgente: Acceda a su cuenta en https://bbva.es-122.com/e?784458?",,0,0,0,33,1,1,0,0,0,2024/02/04,2024/02/04,0.0,5
"Compra aceptada AMAZON precio 332,32 verificar información de pago Acceda a su info en: http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,4
"Tiene un aviso importante sobre su cuentaCompra efectiva 257,34€ verificar compra Si no reconoce este pago accdeda a la info en: http://truchodomain.info/pages/special_char_а.html",,0,0,0,50,0,0,1,1,0,2023/05/30,2023/06/04,0.0,5
"Se le ha facturado en su cuenta 134,32 verificar información de pago Inicie sesión en http://217.160.114.154",,0,0,1,22,2,0,0,0,0,,,,5
"nuevo cargo en su cuenta de 123,56 verificar información de pago Si no reconoce este pago accdeda a la info en: http://truchodomain.info/redirection",,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,5
"Se ha registrado una compra con importe de 225,45 verificar información de pago Acceda a su info en: http://truchodomain.info/redirection",,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,4
"Tiene un aviso importante sobre su cuentaCompra efectiva 257,34€ verificar Si no reconoce este pago accdeda a la info en: http://217.160.114.154",,0,0,1,22,2,0,0,0,0,,,,4
"Se le va a cargar en su cuenta el total de 12,23 verificar compra Urgente: Acceda a su cuenta en http://217.160.114.154",,0,0,1,22,2,0,0,0,0,,,,5
"Compra aceptada AMAZON precio 332,32 verificar Si no reconoce este pago accdeda a la info en: http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,3
"Compra aceptada AMAZON precio 332,32 verificar compra Inicie sesión en http://truchodomain.info/",,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0.0,4
"Compra aceptada AMAZON precio 332,32 verificar compra Inicie sesión en http://truchodomain.info/redirection",,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,4
"Se le ha facturado en su cuenta 134,32 verificar información de pago Si no reconoce este pago accdeda a la info en: http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,5
"Se ha intentado cobrar 262,12 verificar información de pago Urgente: Acceda a su cuenta en http://truchodomain.info/pages/special_char_а.html",,0,0,0,50,0,0,1,1,0,2023/05/30,2023/06/04,0.0,5
"Compra aceptada AMAZON precio 332,32 verificar Por favor, inicie sesión para actualizar su información a través de: http://truchodomain.info/redirection",,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,5
"Se le ha facturado en su cuenta 134,32 verificar compra Urgente: Acceda a su cuenta en http://truchodomain.info/",,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0.0,5
"Compra aceptada AMAZON precio 332,32 verificar información de pago Acceda a su info en: http://truchodomain.info/redirection",,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,4
"Compra aceptada AMAZON precio 332,32 verificar Inicie sesión en http://truchodomain.info/pages/special_char_а.html",,0,0,0,50,0,0,1,1,0,2023/05/30,2023/06/04,0.0,3
"Se ha intentado cobrar 262,12 verificar información de pago Inicie sesión en http://truchodomain.info/",,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0.0,4
"Se ha registrado una compra con importe de 225,45 verificar Acceda a su info en: http://217.160.114.154/pages/special_char_а.html",,0,0,1,48,2,0,1,0,0,,,,2
"Se ha intentado cobrar 262,12 verificar compra Por favor, inicie sesión para actualizar su información a través de: http://217.160.114.154/pages/special_char_а.html",,0,0,1,48,2,0,1,0,0,,,,5
"Compra aceptada AMAZON precio 332,32 verificar Acceda a su info en: http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,2
"Se le ha facturado en su cuenta 134,32 verificar información de pago Inicie sesión en http://truchodomain.info/redirection",,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,5
"Tiene un aviso importante sobre su cuentaCompra efectiva 257,34€ verificar compra Por favor, inicie sesión para actualizar su información a través de: http://truchodomain.info/",,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0.0,7
"Se le ha facturado en su cuenta 134,32 verificar Por favor, inicie sesión para actualizar su información a través de: http://217.160.114.154/pages/special_char_а.html",,0,0,1,48,2,0,1,0,0,,,,5
"Se le ha facturado en su cuenta 134,32 verificar compra Acceda a su info en: http://truchodomain.info/redirection",,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,3
"Se ha intentado cobrar 262,12 verificar información de pago Inicie sesión en http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,4
"Se le va a cargar en su cuenta el total de 12,23 verificar Inicie sesión en http://truchodomain.info/redirection",,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,3
"Se le va a cargar en su cuenta el total de 12,23 verificar información de pago Acceda a su info en: http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,4
"nuevo cargo en su cuenta de 123,56 verificar información de pago Revise su información en el siguiente enlace: http://217.160.114.154",,0,0,1,22,2,0,0,0,0,,,,6
"nuevo cargo en su cuenta de 123,56 verificar Urgente: Acceda a su cuenta en http://truchodomain.info/redirection",,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,4
"Compra aceptada AMAZON precio 332,32 verificar compra Inicie sesión en http://truchodomain.info/pages/special_char_а.html",,0,0,0,50,0,0,1,1,0,2023/05/30,2023/06/04,0.0,4
"Se le va a cargar en su cuenta el total de 12,23 verificar compra Revise su información en el siguiente enlace: http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,5
"Se le han cobrado 143,22 por una compra en amazon  verificar Acceda a su info en: http://217.160.114.154/pages/special_char_а.html",,0,0,1,48,2,0,1,0,0,,,,2
"Compra aceptada AMAZON precio 332,32 verificar compra Por favor, inicie sesión para actualizar su información a través de: http://truchodomain.info/pages/special_char_а.html",,0,0,0,50,0,0,1,1,0,2023/05/30,2023/06/04,0.0,6
"Se ha registrado una compra con importe de 225,45 verificar información de pago Por favor, inicie sesión para actualizar su información a través de: http://217.160.114.154",,0,0,1,22,2,0,0,0,0,,,,7
"Se ha intentado cobrar 262,12 verificar información de pago Por favor, inicie sesión para actualizar su información a través de: http://truchodomain.info/",,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0.0,6
"Se ha intentado cobrar 262,12 verificar Por favor, inicie sesión para actualizar su información a través de: http://truchodomain.info/pages/special_char_а.html",,0,0,0,50,0,0,1,1,0,2023/05/30,2023/06/04,0.0,4
"Se le va a cargar en su cuenta el total de 12,23 verificar información de pago Revise su información en el siguiente enlace: https://bbva.es-122.com/e?784458?",,0,0,0,33,1,1,0,0,0,2024/02/04,2024/02/04,0.0,6
"Se le han cobrado 143,22 por una compra en amazon  verificar compra Acceda a su info en: http://217.160.114.154/pages/special_char_а.html",,0,0,1,48,2,0,1,0,0,,,,3
"Se le han cobrado 143,22 por una compra en amazon  verificar información de pago Por favor, inicie sesión para actualizar su información a través de: http://truchodomain.info/redirection",,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,7
"Se le va a cargar en su cuenta el total de 12,23 verificar Por favor, inicie sesión para actualizar su información a través de: http://217.160.114.154",,0,0,1,22,2,0,0,0,0,,,,5
"Se le va a cargar en su cuenta el total de 12,23 verificar información de pago Revise su información en el siguiente enlace: https://bbva.es-122.com/e?784458?",,0,0,0,33,1,1,0,0,0,2024/02/04,2024/02/04,0.0,6
"Se le han cobrado 143,22 por una compra en amazon  verificar información de pago Si no reconoce este pago accdeda a la info en: http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,5
"Compra aceptada AMAZON precio 332,32 verificar compra Revise su información en el siguiente enlace: http://truchodomain.info/pages/special_char_а.html",,0,0,0,50,0,0,1,1,0,2023/05/30,2023/06/04,0.0,5
"Compra aceptada AMAZON precio 332,32 verificar Revise su información en el siguiente enlace: http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,4
"Se le ha facturado en su cuenta 134,32 verificar compra Acceda a su info en: http://217.160.114.154/pages/special_char_а.html",,0,0,1,48,2,0,1,0,0,,,,3
"Compra aceptada AMAZON precio 332,32 verificar información de pago Urgente: Acceda a su cuenta en http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,6
"Tiene un aviso importante sobre su cuentaCompra efectiva 257,34€ verificar Acceda a su info en: http://217.160.114.154",,0,0,1,22,2,0,0,0,0,,,,3
"Compra aceptada AMAZON precio 332,32 verificar Urgente: Acceda a su cuenta en http://217.160.114.154/pages/special_char_а.html",,0,0,1,48,2,0,1,0,0,,,,4
"Se le ha facturado en su cuenta 134,32 verificar Revise su información en el siguiente enlace: http://217.160.114.154/pages/special_char_а.html",,0,0,1,48,2,0,1,0,0,,,,4
"Se le ha facturado en su cuenta 134,32 verificar Si no reconoce este pago accdeda a la info en: http://truchodomain.info/",,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0.0,3
"Tiene un aviso importante sobre su cuentaCompra efectiva 257,34€ verificar compra Si no reconoce este pago accdeda a la info en: http://217.160.114.154",,0,0,1,22,2,0,0,0,0,,,,5
"nuevo cargo en su cuenta de 123,56 verificar información de pago Por favor, inicie sesión para actualizar su información a través de: http://truchodomain.info/redirection",,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,7
"Compra aceptada AMAZON precio 332,32 verificar compra Por favor, inicie sesión para actualizar su información a través de: http://truchodomain.info/",,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0.0,6
"Tiene un aviso importante sobre su cuentaCompra efectiva 257,34€ verificar información de pago Urgente: Acceda a su cuenta en https://bbva.es-122.com/e?784458?",,0,0,0,33,1,1,0,0,0,2024/02/04,2024/02/04,0.0,7
"Se le va a cargar en su cuenta el total de 12,23 verificar compra Si no reconoce este pago accdeda a la info en: https://bbva.es-122.com/e?784458?",,0,0,0,33,1,1,0,0,0,2024/02/04,2024/02/04,0.0,4
"Tiene un aviso importante sobre su cuentaCompra efectiva 257,34€ verificar Si no reconoce este pago accdeda a la info en: http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,4
"Se le ha facturado en su cuenta 134,32 verificar Inicie sesión en http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,3
"Se le han cobrado 143,22 por una compra en amazon  verificar Por favor, inicie sesión para actualizar su información a través de: http://truchodomain.info/redirection",,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,5
"Se ha registrado una compra con importe de 225,45 verificar Inicie sesión en http://217.160.114.154/pages/special_char_а.html",,0,0,1,48,2,0,1,0,0,,,,3
"nuevo cargo en su cuenta de 123,56 verificar información de pago Revise su información en el siguiente enlace: http://truchodomain.info/",,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0.0,6
"Compra aceptada AMAZON precio 332,32 verificar información de pago Inicie sesión en http://217.160.114.154/pages/special_char_а.html",,0,0,1,48,2,0,1,0,0,,,,5
"Se le ha facturado en su cuenta 134,32 verificar compra Por favor, inicie sesión para actualizar su información a través de: http://truchodomain.info/",,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0.0,6
"Se ha intentado cobrar 262,12 verificar Inicie sesión en http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,2
"Se ha registrado una compra con importe de 225,45 verificar compra Inicie sesión en http://truchodomain.info/redirection",,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,4
"Se le han cobrado 143,22 por una compra en amazon  verificar compra Inicie sesión en http://truchodomain.info/",,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0.0,4
"Se le ha facturado en su cuenta 134,32 verificar Urgente: Acceda a su cuenta en http://217.160.114.154",,0,0,1,22,2,0,0,0,0,,,,4
"Se le va a cargar en su cuenta el total de 12,23 verificar Si no reconoce este pago accdeda a la info en: http://217.160.114.154/redirection",,0,0,1,34,2,0,0,0,1,,,,3
"Se le han cobrado 143,22 por una compra en amazon  verificar información de pago Si no reconoce este pago accdeda a la info en: http://truchodomain.info/redirection",,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,5
"Se ha registrado una compra con importe de 225,45 verificar compra Si no reconoce este pago accdeda a la info en: http://truchodomain.info/redirection",,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0.0,4
"Compra aceptada AMAZON precio 332,32 verificar compra Por favor, inicie sesión para actualizar su información a través de: http://217.160.114.154",,0,0,1,22,2,0,0,0,0,,,,6
